target_name,repeat,split_seed,model,n_test,n_positive_test,auc,average_precision,brier,log_loss
FILD or FILA ADJUDICATED,5,1329122081,zebra_raw,7695,152,0.790551277936323,0.1954516671608686,0.4022994784236535,1.60463178650158
FILD or FILA ADJUDICATED,5,1329122081,zebra_logistic,7695,152,0.790551277936323,0.1954516671608686,0.018831218397991494,0.08843456852262715
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_genomics_elasticnet,7695,152,0.7933527599656706,0.16592918484534422,0.019060617300514192,0.09032042388095958
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_ridge,7695,152,0.7928931145642178,0.1444737916204415,0.018785638803656184,0.08755910551104522
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.7936113650160135,0.10587356899542473,0.018659356016461945,0.08596724422551119
FILD or FILA ADJUDICATED,6,1247499012,zebra_raw,7695,152,0.8155784031203556,0.23805125562448107,0.40270107082352713,1.5922328200594884
FILD or FILA ADJUDICATED,6,1247499012,zebra_logistic,7695,152,0.8155784031203556,0.23805125562448107,0.018769142597318857,0.08549750771065451
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_genomics_elasticnet,7695,152,0.8155784031203556,0.23805125562448107,0.019110335511786498,0.09117972447315296
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_ridge,7695,152,0.8234569171835859,0.12581147980698054,0.01862385368003445,0.08360972420335619
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8228228332996086,0.10652665531294248,0.018579426269801448,0.08305893219990765
FILD or FILA ADJUDICATED,7,1901863670,zebra_raw,7695,152,0.8046114557240244,0.20806850135019192,0.4022303453391194,1.5880646031939776
FILD or FILA ADJUDICATED,7,1901863670,zebra_logistic,7695,152,0.8046114557240244,0.20806850135019192,0.018809188219087305,0.08672014041919136
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_genomics_elasticnet,7695,152,0.8073012971245561,0.17085942778547142,0.019094341860469228,0.09083828477650806
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_ridge,7695,152,0.8097163979151113,0.12738682874276497,0.018638422077603023,0.08465558736362926
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8090038167139978,0.11167264856106969,0.018593112750164502,0.08409743660143502
FILD or FILA ADJUDICATED,8,21819740,zebra_raw,7695,152,0.8183511028000865,0.23789234225175127,0.4096828374347228,1.6167767356728817
FILD or FILA ADJUDICATED,8,21819740,zebra_logistic,7695,152,0.8183511028000865,0.23789234225175127,0.01880768946696542,0.08575971472231461
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_genomics_elasticnet,7695,152,0.8182948463894724,0.16885189642323695,0.019071191920373043,0.09048221383845852
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_ridge,7695,152,0.8153703852299448,0.13738158625091415,0.0187142275601809,0.08471951753508643
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.810004221411277,0.11889109173981102,0.01866181764533144,0.08437605322938373
FILD or FILA ADJUDICATED,9,1175660899,zebra_raw,7695,152,0.8067396052108264,0.20191974789403708,0.4022208374128938,1.6229870990714488
FILD or FILA ADJUDICATED,9,1175660899,zebra_logistic,7695,152,0.8067396052108264,0.20191974789403708,0.018768333531576423,0.08646273302831253
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_genomics_elasticnet,7695,152,0.8067396052108264,0.20191974789403708,0.019093786742888655,0.09086917243473812
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_ridge,7695,152,0.8086649699616933,0.12774620673527,0.01876672486727602,0.08697502655460844
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8100425978774325,0.11505463359321884,0.018579439867602812,0.08406302833835272
FILD or FILA ADJUDICATED,10,114954664,zebra_raw,7695,152,0.8363714702373061,0.27347108644072726,0.4010965313567143,1.5938645110970386
FILD or FILA ADJUDICATED,10,114954664,zebra_logistic,7695,152,0.8363714702373061,0.27347108644072726,0.018762425790076066,0.08450116775630431
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_genomics_elasticnet,7695,152,0.8363714702373061,0.27347108644072726,0.01913708343660292,0.09169626797860378
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_ridge,7695,152,0.8372619786905949,0.15796696486890463,0.018571469298331384,0.08273020692747855
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8328582791992576,0.1235281489237059,0.018543088243022133,0.08250652738825534
FILD or FILA ADJUDICATED,11,1061877026,zebra_raw,7695,152,0.8136116092298888,0.2389649362776795,0.4023683960054331,1.6056103906352612
FILD or FILA ADJUDICATED,11,1061877026,zebra_logistic,7695,152,0.8136116092298888,0.2389649362776795,0.018781010832021952,0.08586950026212664
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_genomics_elasticnet,7695,152,0.8147546173866325,0.1699513127760571,0.019077713429042475,0.0905786758276251
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_ridge,7695,152,0.8151667283015972,0.12566696687847045,0.0186977231600573,0.08458318091291453
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8134467648639031,0.09096556702689691,0.01873152621168714,0.08436118594883099
FILD or FILA ADJUDICATED,12,1805133078,zebra_raw,7695,152,0.806406427709204,0.217037805701946,0.40195379071336934,1.6052496332891233
FILD or FILA ADJUDICATED,12,1805133078,zebra_logistic,7695,152,0.806406427709204,0.217037805701946,0.018762451758064406,0.08659850187354272
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_genomics_elasticnet,7695,152,0.806406427709204,0.217037805701946,0.019097188716856266,0.09096761072965896
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_ridge,7695,152,0.8082280015629688,0.16707726533482176,0.0185626162657425,0.08469249831910038
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8007284551030233,0.11467983388677377,0.018591525693105775,0.08488166466951569
FILD or FILA ADJUDICATED,13,1060724202,zebra_raw,7695,152,0.8330885379961903,0.2441613341148269,0.4053747506316124,1.620466434174934
FILD or FILA ADJUDICATED,13,1060724202,zebra_logistic,7695,152,0.8330885379961903,0.2441613341148269,0.01875620658405395,0.08462903601740354
FILD or FILA ADJUDICATED,13,1060724202,zebra_plus_genomics_elasticnet,7695,152,0.8330885379961903,0.2441613341148269,0.019129970940698827,0.09158410541773737
FILD or FILA ADJUDICATED,13,1060724202,zebra_plus_MUC5B_ridge,7695,152,0.8402649371672586,0.17297430342251735,0.01873063722447879,0.08671316971402891
FILD or FILA ADJUDICATED,13,1060724202,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8390639282150756,0.13482315963890487,0.018685964519123487,0.08621279347073202
FILD or FILA ADJUDICATED,14,1218734559,zebra_raw,7695,152,0.7907492656139885,0.2125133853507807,0.4042140339751517,1.6207054212324663
FILD or FILA ADJUDICATED,14,1218734559,zebra_logistic,7695,152,0.7907492656139885,0.2125133853507807,0.01884668285115659,0.08891752782404658
FILD or FILA ADJUDICATED,14,1218734559,zebra_plus_genomics_elasticnet,7695,152,0.7925712755639597,0.1840838696906584,0.019077775694655828,0.09060595533171856
FILD or FILA ADJUDICATED,14,1218734559,zebra_plus_MUC5B_ridge,7695,152,0.7913554393407621,0.11772994955813368,0.018814010109834214,0.08780223566544164
FILD or FILA ADJUDICATED,14,1218734559,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.7911570155668901,0.09596915966668718,0.01882936126064556,0.0873314454888995
FILD or FILA ADJUDICATED,15,127302422,zebra_raw,7695,152,0.824386674295443,0.2585003050549702,0.4062817331958787,1.61695469137044
FILD or FILA ADJUDICATED,15,127302422,zebra_logistic,7695,152,0.824386674295443,0.2585003050549702,0.018745800019609994,0.08516555388877103
FILD or FILA ADJUDICATED,15,127302422,zebra_plus_genomics_elasticnet,7695,152,0.824386674295443,0.2585003050549702,0.01911269014219368,0.0912761808796041
FILD or FILA ADJUDICATED,15,127302422,zebra_plus_MUC5B_ridge,7695,152,0.8247207239894778,0.14636985571642858,0.018707763051837314,0.08674270844020618
FILD or FILA ADJUDICATED,15,127302422,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8183545915697371,0.12227052952303454,0.018531673826788393,0.08319420104295729
FILD or FILA ADJUDICATED,16,1602005833,zebra_raw,7695,152,0.8077522206018826,0.26243899141449234,0.40334212491048504,1.6065203108322703
FILD or FILA ADJUDICATED,16,1602005833,zebra_logistic,7695,152,0.8077522206018826,0.26243899141449234,0.018797150034328736,0.08703185179558046
FILD or FILA ADJUDICATED,16,1602005833,zebra_plus_genomics_elasticnet,7695,152,0.8077522206018826,0.26243899141449234,0.0190933665858328,0.09084930392007452
FILD or FILA ADJUDICATED,16,1602005833,zebra_plus_MUC5B_ridge,7695,152,0.8118881570225445,0.17265268244428836,0.018545074814858963,0.08448579831537992
FILD or FILA ADJUDICATED,16,1602005833,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8108550451097916,0.14488711640849447,0.018503871115091546,0.08398521988621027
FILD or FILA ADJUDICATED,17,538762765,zebra_raw,7695,152,0.8272479015050551,0.27507308546710174,0.40711896393641767,1.6270498893605487
FILD or FILA ADJUDICATED,17,538762765,zebra_logistic,7695,152,0.8272479015050551,0.27507308546710174,0.018736635645723046,0.08507063096521447
FILD or FILA ADJUDICATED,17,538762765,zebra_plus_genomics_elasticnet,7695,152,0.8272479015050551,0.27507308546710174,0.019109239243976693,0.09120793314597275
FILD or FILA ADJUDICATED,17,538762765,zebra_plus_MUC5B_ridge,7695,152,0.8283699770438957,0.16689837852480371,0.02141804972456751,0.1191601398170188
FILD or FILA ADJUDICATED,17,538762765,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8259561845419594,0.15425627535204478,0.01866026855045652,0.08612382531726216
FILD or FILA ADJUDICATED,18,627048370,zebra_raw,7695,152,0.8141419022167642,0.23462516869088718,0.4073824715866054,1.6312514348122515
FILD or FILA ADJUDICATED,18,627048370,zebra_logistic,7695,152,0.8141419022167642,0.23462516869088718,0.018777305798226566,0.08595685893681927
FILD or FILA ADJUDICATED,18,627048370,zebra_plus_genomics_elasticnet,7695,152,0.8141419022167642,0.23462516869088718,0.019099770867809913,0.09100356344370465
FILD or FILA ADJUDICATED,18,627048370,zebra_plus_MUC5B_ridge,7695,152,0.8177287935136796,0.1351307476737009,0.018654390713399135,0.08442943301362169
FILD or FILA ADJUDICATED,18,627048370,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8114285116210918,0.11508654879961895,0.01865125899158606,0.08440163897309542
FILD or FILA ADJUDICATED,19,564342544,zebra_raw,7695,152,0.8031051794274231,0.21719907961078044,0.3993776381948732,1.5936398903070996
FILD or FILA ADJUDICATED,19,564342544,zebra_logistic,7695,152,0.8031051794274231,0.21719907961078044,0.018791426206085038,0.0866872001512567
FILD or FILA ADJUDICATED,19,564342544,zebra_plus_genomics_elasticnet,7695,152,0.8031051794274231,0.21719907961078044,0.019100805115076825,0.09097140873923322
FILD or FILA ADJUDICATED,19,564342544,zebra_plus_MUC5B_ridge,7695,152,0.8110617547115834,0.1430241335914222,0.01858800257485802,0.08435928403264761
FILD or FILA ADJUDICATED,19,564342544,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8028962893445997,0.10885180346998474,0.018615224698470698,0.0845601337298171
FILD or FILA ADJUDICATED,20,410982443,zebra_raw,7695,152,0.8000612279073662,0.25368198415405235,0.403282350542299,1.6121198406576729
FILD or FILA ADJUDICATED,20,410982443,zebra_logistic,7695,152,0.8000612279073662,0.25368198415405235,0.01877472115166516,0.08773620752806965
FILD or FILA ADJUDICATED,20,410982443,zebra_plus_genomics_elasticnet,7695,152,0.8000612279073662,0.25368198415405235,0.019087414736513337,0.09082473165373288
FILD or FILA ADJUDICATED,20,410982443,zebra_plus_MUC5B_ridge,7695,152,0.8017362734358102,0.16054402624882297,0.01858679797670028,0.08583662003876581
FILD or FILA ADJUDICATED,20,410982443,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.7991114103700189,0.13324082609016247,0.018509820129522982,0.08478650940545872
FILD or FILA ADJUDICATED,21,453389832,zebra_raw,7695,152,0.8135261343734518,0.22809346054020693,0.403934391389377,1.613617508692239
FILD or FILA ADJUDICATED,21,453389832,zebra_logistic,7695,152,0.8135261343734518,0.22809346054020693,0.018780569242337702,0.08585983740890857
FILD or FILA ADJUDICATED,21,453389832,zebra_plus_genomics_elasticnet,7695,152,0.8162652546452968,0.22043247770796032,0.019094663111887827,0.09089475983847871
FILD or FILA ADJUDICATED,21,453389832,zebra_plus_MUC5B_ridge,7695,152,0.8099898302364688,0.14658020527512064,0.018701312043296548,0.0868313785135248
FILD or FILA ADJUDICATED,21,453389832,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8043920993322495,0.10351555202390308,0.0213991367031431,0.11887086865391976
FILD or FILA ADJUDICATED,22,1695134060,zebra_raw,7695,152,0.8196349700314688,0.2675657163857829,0.4037339635321217,1.5953399776986377
FILD or FILA ADJUDICATED,22,1695134060,zebra_logistic,7695,152,0.8196349700314688,0.2675657163857829,0.018751988935468884,0.08561003956349515
FILD or FILA ADJUDICATED,22,1695134060,zebra_plus_genomics_elasticnet,7695,152,0.8210139062358268,0.21779785030133497,0.01909164609442725,0.09085891313492048
FILD or FILA ADJUDICATED,22,1695134060,zebra_plus_MUC5B_ridge,7695,152,0.8182603947891737,0.1752044241231441,0.018697930113034753,0.08664966568052491
FILD or FILA ADJUDICATED,22,1695134060,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8157074875974238,0.12560002594391007,0.01852348889227425,0.08338590688589335
FILD or FILA ADJUDICATED,23,1065616821,zebra_raw,7695,152,0.8000647166770166,0.20821020237282206,0.4011218928435293,1.6003457575444298
FILD or FILA ADJUDICATED,23,1065616821,zebra_logistic,7695,152,0.8000647166770166,0.20821020237282206,0.018810903072108736,0.08682664233921811
FILD or FILA ADJUDICATED,23,1065616821,zebra_plus_genomics_elasticnet,7695,152,0.8046873364639227,0.12391983776731158,0.01906661438997782,0.09039569329101918
FILD or FILA ADJUDICATED,23,1065616821,zebra_plus_MUC5B_ridge,7695,152,0.8012413042416462,0.11465889578728437,0.018821342310816475,0.08749892254129013
FILD or FILA ADJUDICATED,23,1065616821,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8005461668887851,0.09767617207154532,0.018777911701859627,0.08546773439526989
FILD or FILA ADJUDICATED,24,180253472,zebra_raw,7695,152,0.82684058764836,0.22496006442564334,0.40487879445974106,1.6026323811782124
FILD or FILA ADJUDICATED,24,180253472,zebra_logistic,7695,152,0.82684058764836,0.22496006442564334,0.018773654831213894,0.08476583499933399
FILD or FILA ADJUDICATED,24,180253472,zebra_plus_genomics_elasticnet,7695,152,0.8283874208921481,0.14011502719388375,0.01911671122284415,0.09106190222320272
FILD or FILA ADJUDICATED,24,180253472,zebra_plus_MUC5B_ridge,7695,152,0.8220334991661841,0.11124612648814802,0.018781111471231942,0.08702579123525843
FILD or FILA ADJUDICATED,24,180253472,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8094490709406421,0.09848019424498425,0.018673419106720723,0.08424859769744215
FILD or FILA ADJUDICATED,25,96208832,zebra_raw,7695,152,0.8093055952887654,0.2423362727596656,0.4045644179706101,1.605241791473066
FILD or FILA ADJUDICATED,25,96208832,zebra_logistic,7695,152,0.8093055952887654,0.2423362727596656,0.01877038391357143,0.08639259116485261
FILD or FILA ADJUDICATED,25,96208832,zebra_plus_genomics_elasticnet,7695,152,0.8093055952887654,0.2423362727596656,0.01909608890771131,0.09094313232323727
FILD or FILA ADJUDICATED,25,96208832,zebra_plus_MUC5B_ridge,7695,152,0.8169146018964951,0.1470885559743549,0.018556207739404626,0.08401140424658955
FILD or FILA ADJUDICATED,25,96208832,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8139552530404627,0.12008243067062982,0.0185136540667073,0.08352165183871336
FILD or FILA ADJUDICATED,26,2064594720,zebra_raw,7695,152,0.8283616912159758,0.28051970734373405,0.4022855219084722,1.590060018415516
FILD or FILA ADJUDICATED,26,2064594720,zebra_logistic,7695,152,0.8283616912159758,0.28051970734373405,0.018738531243934424,0.08502494444892914
FILD or FILA ADJUDICATED,26,2064594720,zebra_plus_genomics_elasticnet,7695,152,0.8296154678091225,0.20492514337257928,0.019101020770682424,0.09105311269346285
FILD or FILA ADJUDICATED,26,2064594720,zebra_plus_MUC5B_ridge,7695,152,0.8247852662280122,0.13901231055430086,0.018616183553050305,0.08375852521885534
FILD or FILA ADJUDICATED,26,2064594720,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.815541334942819,0.11098994582102309,0.018599932850664892,0.08366121107543922
FILD or FILA ADJUDICATED,27,1808685797,zebra_raw,7695,152,0.8348926680017026,0.24841442680698586,0.4041227727079289,1.6103860665037435
FILD or FILA ADJUDICATED,27,1808685797,zebra_logistic,7695,152,0.8348926680017026,0.24841442680698586,0.018739990798949682,0.08464738309451614
FILD or FILA ADJUDICATED,27,1808685797,zebra_plus_genomics_elasticnet,7695,152,0.836156038711388,0.20286168428382462,0.01911689784523411,0.09133820437084292
FILD or FILA ADJUDICATED,27,1808685797,zebra_plus_MUC5B_ridge,7695,152,0.826941325872018,0.1686310990260795,0.018556082240565156,0.08333007892382621
FILD or FILA ADJUDICATED,27,1808685797,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8214744238296923,0.1439959744182317,0.01850821602375275,0.0828579240460795
FILD or FILA ADJUDICATED,28,848084864,zebra_raw,7695,152,0.8196951513079398,0.24475898045774752,0.40412343154374764,1.6143495073799277
FILD or FILA ADJUDICATED,28,848084864,zebra_logistic,7695,152,0.8196951513079398,0.24475898045774752,0.018790910911159236,0.08545476444810152
FILD or FILA ADJUDICATED,28,848084864,zebra_plus_genomics_elasticnet,7695,152,0.8196951513079398,0.24475898045774752,0.01911160720246287,0.09116321771692798
FILD or FILA ADJUDICATED,28,848084864,zebra_plus_MUC5B_ridge,7695,152,0.8276870503848113,0.12881834450215807,0.018610643670489035,0.08342021538518592
FILD or FILA ADJUDICATED,28,848084864,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8217103518773069,0.10911940074132732,0.018584778419464088,0.08315791236141365
FILD or FILA ADJUDICATED,29,875899717,zebra_raw,7695,152,0.8072437324253228,0.23833761341805698,0.40444316103491745,1.6101774809107723
FILD or FILA ADJUDICATED,29,875899717,zebra_logistic,7695,152,0.8072437324253228,0.23833761341805698,0.018796829996250257,0.08677483000760432
FILD or FILA ADJUDICATED,29,875899717,zebra_plus_genomics_elasticnet,7695,152,0.8072437324253228,0.23833761341805698,0.0190938644203748,0.09086147142209329
FILD or FILA ADJUDICATED,29,875899717,zebra_plus_MUC5B_ridge,7695,152,0.8142622647697062,0.13654024154035996,0.0187882093820247,0.08713403080821472
FILD or FILA ADJUDICATED,29,875899717,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8121855746352491,0.12008025494965394,0.018752695940230196,0.0868044734514319
FILD or FILA ADJUDICATED,30,1862476655,zebra_raw,7695,152,0.8084735237271223,0.24009431199190592,0.404041303688598,1.610369600863473
FILD or FILA ADJUDICATED,30,1862476655,zebra_logistic,7695,152,0.8084735237271223,0.24009431199190592,0.018793420000956938,0.08655513165870483
FILD or FILA ADJUDICATED,30,1862476655,zebra_plus_genomics_elasticnet,7695,152,0.8080958644124563,0.2306106461716553,0.019124931956216014,0.09110282998403517
FILD or FILA ADJUDICATED,30,1862476655,zebra_plus_MUC5B_ridge,7695,152,0.8127607855313745,0.15338582627872815,0.018604274815507107,0.08461241314355471
FILD or FILA ADJUDICATED,30,1862476655,zebra_plus_MUC5B_DOCK2_ridge,7695,152,0.8106282750825095,0.12067025689525933,0.0185773458372197,0.08419689934797236
