target_name,repeat,split_seed,model,requested_fpr,actual_fpr,sensitivity,specificity,ppv
FILD or FILA ADJUDICATED,4,105809480,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.17763157894736842,0.9900570064960891,0.2647058823529412
FILD or FILA ADJUDICATED,4,105809480,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.3092105263157895,0.9500198859870078,0.11084905660377359
FILD or FILA ADJUDICATED,4,105809480,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.07236842105263158,0.9949622166246851,0.22448979591836735
FILD or FILA ADJUDICATED,4,105809480,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,4,105809480,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.35526315789473684,0.9500198859870078,0.12529002320185614
FILD or FILA ADJUDICATED,5,1329122081,zebra_raw,0.005,0.005170356622033689,0.2565789473684211,0.9948296433779663,0.5
FILD or FILA ADJUDICATED,5,1329122081,zebra_raw,0.01,0.009942993503910924,0.2631578947368421,0.9900570064960891,0.34782608695652173
FILD or FILA ADJUDICATED,5,1329122081,zebra_raw,0.05,0.04998011401299218,0.4144736842105263,0.9500198859870078,0.1431818181818182
FILD or FILA ADJUDICATED,5,1329122081,zebra_logistic,0.005,0.005170356622033689,0.2565789473684211,0.9948296433779663,0.5
FILD or FILA ADJUDICATED,5,1329122081,zebra_logistic,0.01,0.009942993503910924,0.2631578947368421,0.9900570064960891,0.34782608695652173
FILD or FILA ADJUDICATED,5,1329122081,zebra_logistic,0.05,0.04998011401299218,0.4144736842105263,0.9500198859870078,0.1431818181818182
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.125,0.9949622166246851,0.3333333333333333
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.14473684210526316,0.9900570064960891,0.2268041237113402
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4144736842105263,0.9500198859870078,0.1431818181818182
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.11842105263157894,0.9949622166246851,0.32142857142857145
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.25,0.9500198859870078,0.09156626506024096
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.10526315789473684,0.9949622166246851,0.2962962962962963
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.13157894736842105,0.9900570064960891,0.21052631578947367
FILD or FILA ADJUDICATED,5,1329122081,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.28289473684210525,0.9500198859870078,0.10238095238095238
FILD or FILA ADJUDICATED,6,1247499012,zebra_raw,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,6,1247499012,zebra_raw,0.01,0.009942993503910924,0.3026315789473684,0.9900570064960891,0.38016528925619836
FILD or FILA ADJUDICATED,6,1247499012,zebra_raw,0.05,0.04998011401299218,0.4276315789473684,0.9500198859870078,0.14705882352941177
FILD or FILA ADJUDICATED,6,1247499012,zebra_logistic,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,6,1247499012,zebra_logistic,0.01,0.009942993503910924,0.3026315789473684,0.9900570064960891,0.38016528925619836
FILD or FILA ADJUDICATED,6,1247499012,zebra_logistic,0.05,0.04998011401299218,0.4276315789473684,0.9500198859870078,0.14705882352941177
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.3026315789473684,0.9900570064960891,0.38016528925619836
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4276315789473684,0.9500198859870078,0.14705882352941177
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_ridge,0.005,0.004772636881877235,0.019736842105263157,0.9952273631181228,0.07692307692307693
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.13157894736842105,0.9900570064960891,0.21052631578947367
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.29605263157894735,0.9500198859870078,0.1066350710900474
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.06578947368421052,0.9949622166246851,0.20833333333333334
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.14473684210526316,0.9900570064960891,0.2268041237113402
FILD or FILA ADJUDICATED,6,1247499012,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.32894736842105265,0.9500198859870078,0.117096018735363
FILD or FILA ADJUDICATED,7,1901863670,zebra_raw,0.005,0.005037783375314908,0.25,0.9949622166246851,0.5
FILD or FILA ADJUDICATED,7,1901863670,zebra_raw,0.01,0.009942993503910924,0.25,0.9900570064960891,0.336283185840708
FILD or FILA ADJUDICATED,7,1901863670,zebra_raw,0.05,0.04998011401299218,0.4342105263157895,0.9500198859870078,0.1489841986455982
FILD or FILA ADJUDICATED,7,1901863670,zebra_logistic,0.005,0.005037783375314908,0.25,0.9949622166246851,0.5
FILD or FILA ADJUDICATED,7,1901863670,zebra_logistic,0.01,0.009942993503910924,0.25,0.9900570064960891,0.336283185840708
FILD or FILA ADJUDICATED,7,1901863670,zebra_logistic,0.05,0.04998011401299218,0.4342105263157895,0.9500198859870078,0.1489841986455982
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.11842105263157894,0.9949622166246851,0.32142857142857145
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.13815789473684212,0.9900570064960891,0.21875
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.10526315789473684,0.9949622166246851,0.2962962962962963
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.13815789473684212,0.9900570064960891,0.21875
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.25,0.9500198859870078,0.09156626506024096
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.06578947368421052,0.9949622166246851,0.20833333333333334
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.13815789473684212,0.9900570064960891,0.21875
FILD or FILA ADJUDICATED,7,1901863670,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.26973684210526316,0.9500198859870078,0.09808612440191387
FILD or FILA ADJUDICATED,8,21819740,zebra_raw,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,8,21819740,zebra_raw,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,8,21819740,zebra_raw,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,8,21819740,zebra_logistic,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,8,21819740,zebra_logistic,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,8,21819740,zebra_logistic,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.125,0.9949622166246851,0.3333333333333333
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4407894736842105,0.9500198859870078,0.15090090090090091
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.125,0.9949622166246851,0.3333333333333333
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.23684210526315788,0.9500198859870078,0.08716707021791767
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.125,0.9949622166246851,0.3333333333333333
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,8,21819740,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.2565789473684211,0.9500198859870078,0.09375
FILD or FILA ADJUDICATED,9,1175660899,zebra_raw,0.005,0.005037783375314908,0.2565789473684211,0.9949622166246851,0.5064935064935064
FILD or FILA ADJUDICATED,9,1175660899,zebra_raw,0.01,0.009942993503910924,0.2565789473684211,0.9900570064960891,0.34210526315789475
FILD or FILA ADJUDICATED,9,1175660899,zebra_raw,0.05,0.04998011401299218,0.4144736842105263,0.9500198859870078,0.1431818181818182
FILD or FILA ADJUDICATED,9,1175660899,zebra_logistic,0.005,0.005037783375314908,0.2565789473684211,0.9949622166246851,0.5064935064935064
FILD or FILA ADJUDICATED,9,1175660899,zebra_logistic,0.01,0.009942993503910924,0.2565789473684211,0.9900570064960891,0.34210526315789475
FILD or FILA ADJUDICATED,9,1175660899,zebra_logistic,0.05,0.04998011401299218,0.4144736842105263,0.9500198859870078,0.1431818181818182
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.2565789473684211,0.9949622166246851,0.5064935064935064
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.2565789473684211,0.9900570064960891,0.34210526315789475
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4144736842105263,0.9500198859870078,0.1431818181818182
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_ridge,0.005,0.0046400636351584534,0.019736842105263157,0.9953599363648415,0.07894736842105263
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.29605263157894735,0.9500198859870078,0.1066350710900474
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.05263157894736842,0.9949622166246851,0.17391304347826086
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.16447368421052633,0.9900570064960891,0.25
FILD or FILA ADJUDICATED,9,1175660899,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.3223684210526316,0.9500198859870078,0.11502347417840375
FILD or FILA ADJUDICATED,10,114954664,zebra_raw,0.005,0.005037783375314908,0.34210526315789475,0.9949622166246851,0.5777777777777777
FILD or FILA ADJUDICATED,10,114954664,zebra_raw,0.01,0.009942993503910924,0.34210526315789475,0.9900570064960891,0.4094488188976378
FILD or FILA ADJUDICATED,10,114954664,zebra_raw,0.05,0.04998011401299218,0.47368421052631576,0.9500198859870078,0.1603563474387528
FILD or FILA ADJUDICATED,10,114954664,zebra_logistic,0.005,0.005037783375314908,0.34210526315789475,0.9949622166246851,0.5777777777777777
FILD or FILA ADJUDICATED,10,114954664,zebra_logistic,0.01,0.009942993503910924,0.34210526315789475,0.9900570064960891,0.4094488188976378
FILD or FILA ADJUDICATED,10,114954664,zebra_logistic,0.05,0.04998011401299218,0.47368421052631576,0.9500198859870078,0.1603563474387528
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.34210526315789475,0.9949622166246851,0.5777777777777777
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.34210526315789475,0.9900570064960891,0.4094488188976378
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.47368421052631576,0.9500198859870078,0.1603563474387528
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.10526315789473684,0.9949622166246851,0.2962962962962963
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.13815789473684212,0.9900570064960891,0.21875
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.2894736842105263,0.9500198859870078,0.10451306413301663
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.08552631578947369,0.9949622166246851,0.2549019607843137
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.10526315789473684,0.9900570064960891,0.17582417582417584
FILD or FILA ADJUDICATED,10,114954664,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.34210526315789475,0.9500198859870078,0.12121212121212122
FILD or FILA ADJUDICATED,11,1061877026,zebra_raw,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,11,1061877026,zebra_raw,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,11,1061877026,zebra_raw,0.05,0.04998011401299218,0.4605263157894737,0.9500198859870078,0.15659955257270694
FILD or FILA ADJUDICATED,11,1061877026,zebra_logistic,0.005,0.005037783375314908,0.29605263157894735,0.9949622166246851,0.5421686746987951
FILD or FILA ADJUDICATED,11,1061877026,zebra_logistic,0.01,0.009942993503910924,0.29605263157894735,0.9900570064960891,0.375
FILD or FILA ADJUDICATED,11,1061877026,zebra_logistic,0.05,0.04998011401299218,0.4605263157894737,0.9500198859870078,0.15659955257270694
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.14473684210526316,0.9949622166246851,0.36666666666666664
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.4276315789473684,0.9500198859870078,0.14705882352941177
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.1118421052631579,0.9949622166246851,0.3090909090909091
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.1513157894736842,0.9900570064960891,0.23469387755102042
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_ridge,0.05,0.04998011401299218,0.2631578947368421,0.9500198859870078,0.09592326139088729
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.019736842105263157,0.9949622166246851,0.07317073170731707
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.046052631578947366,0.9900570064960891,0.08536585365853659
FILD or FILA ADJUDICATED,11,1061877026,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.2894736842105263,0.9500198859870078,0.10451306413301663
FILD or FILA ADJUDICATED,12,1805133078,zebra_raw,0.005,0.005037783375314908,0.26973684210526316,0.9949622166246851,0.5189873417721519
FILD or FILA ADJUDICATED,12,1805133078,zebra_raw,0.01,0.009942993503910924,0.27631578947368424,0.9900570064960891,0.358974358974359
FILD or FILA ADJUDICATED,12,1805133078,zebra_raw,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,12,1805133078,zebra_logistic,0.005,0.005037783375314908,0.26973684210526316,0.9949622166246851,0.5189873417721519
FILD or FILA ADJUDICATED,12,1805133078,zebra_logistic,0.01,0.009942993503910924,0.27631578947368424,0.9900570064960891,0.358974358974359
FILD or FILA ADJUDICATED,12,1805133078,zebra_logistic,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_genomics_elasticnet,0.005,0.005037783375314908,0.26973684210526316,0.9949622166246851,0.5189873417721519
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_genomics_elasticnet,0.01,0.009942993503910924,0.27631578947368424,0.9900570064960891,0.358974358974359
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_genomics_elasticnet,0.05,0.04998011401299218,0.45394736842105265,0.9500198859870078,0.1547085201793722
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_ridge,0.005,0.005037783375314908,0.13157894736842105,0.9949622166246851,0.3448275862068966
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_ridge,0.01,0.009942993503910924,0.15789473684210525,0.9900570064960891,0.24242424242424243
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_ridge,0.05,0.04891952803924171,0.27631578947368424,0.9510804719607583,0.10218978102189781
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_DOCK2_ridge,0.005,0.005037783375314908,0.10526315789473684,0.9949622166246851,0.2962962962962963
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_DOCK2_ridge,0.01,0.009942993503910924,0.125,0.9900570064960891,0.20212765957446807
FILD or FILA ADJUDICATED,12,1805133078,zebra_plus_MUC5B_DOCK2_ridge,0.05,0.04998011401299218,0.3092105263157895,0.9500198859870078,0.11084905660377359
FILD or FILA ADJUDICATED,13,1060724202,zebra_raw,0.005,0.005037783375314908,0.3157894736842105,0.9949622166246851,0.5581395348837209
FILD or FILA ADJUDICATED,13,1060724202,zebra_raw,0.01,0.009942993503910924,0.3157894736842105,0.9900570064960891,0.3902439024390244
