repeat,split_seed,main_target_fpr,lower_target_fpr,main_threshold,lower_threshold,train_achieved_main_fpr,train_achieved_lower_fpr,baseline_sensitivity,baseline_FPR,baseline_PPV,rescued_sensitivity,rescued_FPR,rescued_PPV,baseline_LR_positive,baseline_LR_negative,baseline_diagnostic_odds_ratio,rescued_LR_positive,rescued_LR_negative,rescued_diagnostic_odds_ratio,matched_train_target_FPR,matched_train_achieved_FPR,matched_zebra_threshold,matched_zebra_sensitivity,matched_zebra_FPR,matched_zebra_PPV,matched_zebra_LR_positive,matched_zebra_LR_negative,matched_zebra_diagnostic_odds_ratio,rescue_minus_matched_sensitivity,rescue_minus_matched_FPR,rescue_minus_matched_PPV,rescue_minus_matched_LR_positive,rescue_minus_matched_LR_negative,delta_sensitivity,delta_FPR,delta_PPV,rescued_TP,added_FP,fraction_baseline_FN_rescued,rescue_subgroup_PPV,FP_per_rescued_TP,baseline_explicit_negative_FPR,rescued_explicit_negative_FPR,delta_explicit_negative_FPR,added_explicit_negative_FP,band_N,band_cases,band_carriers,case_prev_carrier,case_prev_noncarrier,carrier_case_OR,carrier_case_fisher_p
2,1402854727,0.01,0.05,0.9999953115700329,0.9981777850641681,0.01018981018981019,0.05014985014985015,0.2781456953642384,0.007990411506192568,0.4117647058823529,0.33112582781456956,0.01584764948728193,0.2958579881656805,34.80993377483444,0.7276686768035889,47.83761467889909,20.894317992097502,0.6796449470825977,30.7429902654131,0.016783216783216783,0.016783216783216783,0.9999628901301855,0.2980132450331126,0.01291783193501132,0.31690140845070425,23.06991192735714,0.7111735756943278,32.43921416066913,0.033112582781456956,0.002929817552270609,-0.02104342028502376,-2.175593935259638,-0.031528628611730114,0.052980132450331174,0.00785723798108936,-0.11590671771667244,8,59,0.07339449541284404,0.11940298507462686,7.375,0.1553398058252427,0.18932038834951456,0.03398058252427186,7,281,20,67,0.11940298507462686,0.056074766355140186,2.2824858757062145,0.10034317280313856
2,1402854727,0.01,0.1,0.9999953115700329,0.9848923307586299,0.01018981018981019,0.1000999000999001,0.2781456953642384,0.007990411506192568,0.4117647058823529,0.3841059602649007,0.025036622719403382,0.23577235772357724,34.80993377483444,0.7276686768035889,47.83761467889909,15.341764125686911,0.6317099227388145,24.286090139556165,0.025974025974025976,0.025974025974025976,0.9998427098349608,0.33112582781456956,0.019709681715275002,0.25252525252525254,16.80016108824056,0.6823225321206897,24.622023013112127,0.05298013245033112,0.00532694100412838,-0.0167528948016753,-1.4583969625536497,-0.05061260938187517,0.1059602649006623,0.017046211213210816,-0.17599234815877568,16,128,0.14678899082568808,0.1111111111111111,8.0,0.1553398058252427,0.22330097087378642,0.06796116504854371,14,655,38,144,0.1111111111111111,0.043052837573385516,2.778409090909091,0.004031576037979894
3,607328846,0.005,0.02,1.0,0.9998945300611185,0.005194805194805195,0.02017982017982018,0.2781456953642384,0.003995205753096284,0.5833333333333334,0.304635761589404,0.006658676255160474,0.4791666666666667,69.61986754966888,0.7247498293234301,96.06055045871561,45.75019867549669,0.7000254814620144,65.35504761904762,0.007592407592407592,0.007592407592407592,0.9999979137735362,0.2781456953642384,0.0070581968304701025,0.4421052631578947,39.40747219792578,0.726985511468607,54.206681668686166,0.026490066225165587,-0.0003995205753096285,0.03706140350877196,6.342726477570913,-0.02696003000659264,0.026490066225165587,0.00266347050206419,-0.10416666666666669,4,20,0.03669724770642202,0.16666666666666666,5.0,0.10599078341013825,0.11981566820276497,0.013824884792626724,3,116,7,24,0.16666666666666666,0.03260869565217391,5.933333333333334,0.03270737772769478
3,607328846,0.005,0.05,1.0,0.996979998940112,0.005194805194805195,0.05014985014985015,0.2781456953642384,0.003995205753096284,0.5833333333333334,0.3443708609271523,0.014249567186043414,0.3270440251572327,69.61986754966888,0.7247498293234301,96.06055045871561,24.167110230859688,0.665106620548232,36.33569338242235,0.013986013986013986,0.013986013986013986,0.9999732356191968,0.2913907284768212,0.012385137834598482,0.32116788321167883,23.52745139927366,0.7174955528408239,32.79107627374133,0.05298013245033112,0.001864429351444933,0.005876141945553859,0.6396588315860292,-0.052388932292591894,0.06622516556291391,0.01025436143294713,-0.2562893081761007,10,77,0.09174311926605505,0.11494252873563218,7.7,0.10599078341013825,0.15207373271889402,0.04608294930875577,10,415,23,87,0.11494252873563218,0.039634146341463415,3.1468531468531467,0.014112637283127396
3,607328846,0.005,0.1,1.0,0.98023748929784,0.005194805194805195,0.1000999000999001,0.2781456953642384,0.003995205753096284,0.5833333333333334,0.4105960264900662,0.02303901984285524,0.26382978723404255,69.61986754966888,0.7247498293234301,96.06055045871561,17.82176625961796,0.603303494695487,29.54030005845294,0.02277722277722278,0.02277722277722278,0.9997570446193352,0.3443708609271523,0.025169796244506593,0.2157676348547718,13.681908966677177,0.6725572684833351,20.34311367644701,0.06622516556291391,-0.002130776401651352,0.04806215237927075,4.139857292940782,-0.06925377378784803,0.13245033112582782,0.019043814089758956,-0.3195035460992908,20,143,0.1834862385321101,0.12269938650306748,7.15,0.10599078341013825,0.17972350230414746,0.07373271889400922,16,796,39,163,0.12269938650306748,0.030015797788309637,4.51969083548031,1.0904298706750742e-05
3,607328846,0.01,0.02,0.9999913336771323,0.9998945300611185,0.01018981018981019,0.02017982017982018,0.2781456953642384,0.010520708483153549,0.34710743801652894,0.304635761589404,0.011985617259288853,0.3382352941176471,26.437924385950204,0.7295294715356574,36.239693415398904,25.416777041942606,0.7037997123905062,36.1136507936508,0.012387612387612388,0.012387612387612388,0.9999844655818464,0.2913907284768212,0.011186576108669596,0.34375,26.04824976348155,0.7166258612616229,36.34846461949265,0.013245033112582794,0.000799041150619257,-0.005514705882352922,-0.6314727215389446,-0.01282614887111666,0.026490066225165587,0.0014649087761353045,-0.008872143898881857,4,11,0.03669724770642202,0.26666666666666666,2.75,0.12442396313364056,0.12903225806451613,0.00460829493087557,1,67,7,15,0.26666666666666666,0.057692307692307696,5.9393939393939394,0.03957367207039654
3,607328846,0.01,0.05,0.9999913336771323,0.996979998940112,0.01018981018981019,0.05014985014985015,0.2781456953642384,0.010520708483153549,0.34710743801652894,0.3443708609271523,0.019576508190171794,0.2613065326633166,26.437924385950204,0.7295294715356574,36.239693415398904,17.59102581429923,0.6687203484512378,26.305504019789733,0.018781218781218783,0.018781218781218783,0.9999098612206986,0.31788079470198677,0.01784525236383007,0.26373626373626374,17.81318572699417,0.6945129644180041,25.648456745399226,0.02649006622516553,0.0017312558263417252,-0.002429731072947139,-0.2221599126949414,-0.025792615966766297,0.06622516556291391,0.009055799707018246,-0.08580090535321233,10,68,0.09174311926605505,0.1282051282051282,6.8,0.12442396313364056,0.16129032258064516,0.0368663594470046,8,366,23,78,0.1282051282051282,0.04513888888888889,3.1108597285067874,0.014709230573609514
3,607328846,0.01,0.1,0.9999913336771323,0.98023748929784,0.01018981018981019,0.1000999000999001,0.2781456953642384,0.010520708483153549,0.34710743801652894,0.4105960264900662,0.02836596084698362,0.22545454545454546,26.437924385950204,0.7295294715356574,36.239693415398904,14.474955694431488,0.6066110796444755,23.862003481563534,0.027572427572427574,0.027572427572427574,0.9995469885938542,0.36423841059602646,0.03062991077373818,0.19298245614035087,11.891592283328533,0.655850223222206,18.131567028985504,0.04635761589403975,-0.0022639499267545597,0.0324720893141946,2.5833634111029546,-0.049239143577730515,0.13245033112582782,0.017845252363830073,-0.12165289256198347,20,134,0.1834862385321101,0.12987012987012986,6.7,0.12442396313364056,0.1889400921658986,0.06451612903225805,14,747,39,154,0.12987012987012986,0.03204047217537943,4.509033778476041,1.1723671026544156e-05
4,225406676,0.005,0.02,0.9999993754174461,0.9999055594436019,0.005194805194805195,0.02017982017982018,0.2913907284768212,0.006125982154747636,0.4888888888888889,0.304635761589404,0.008523105606605406,0.41818181818181815,47.56636913331414,0.7129769556301153,66.71515644047135,35.74234271523179,0.7013418490564359,50.96279761904763,0.007792207792207792,0.007792207792207792,0.9999954343008001,0.2913907284768212,0.009322146757224663,0.38596491228070173,31.257899716177864,0.715277190464787,43.70040053404539,0.013245033112582794,-0.000799041150619257,0.03221690590111642,4.484442999053929,-0.013935341408351065,0.013245033112582794,0.00239712345185777,-0.07070707070707072,2,18,0.018691588785046728,0.1,9.0,0.14761904761904762,0.15714285714285714,0.009523809523809518,2,88,5,20,0.1,0.04411764705882353,2.4074074074074074,0.3181540459006376
4,225406676,0.005,0.05,0.9999993754174461,0.9974804475769272,0.005194805194805195,0.05014985014985015,0.2913907284768212,0.006125982154747636,0.4888888888888889,0.36423841059602646,0.014782261286456252,0.3313253012048193,47.56636913331414,0.7129769556301153,66.71515644047135,24.64023626275282,0.6453005913536681,38.18412162162162,0.013786213786213787,0.013786213786213787,0.999969413479294,0.31125827814569534,0.013450526035424158,0.31756756756756754,23.140974362336895,0.6981319640124154,33.14699162223915,0.05298013245033112,0.001331735251032095,0.013757733637251746,1.4992619004159238,-0.052831372658747267,0.07284768211920528,0.008656279131708616,-0.15756358768406958,11,65,0.102803738317757,0.14473684210526316,5.909090909090909,0.14761904761904762,0.18095238095238095,0.033333333333333326,7,364,25,76,0.14473684210526316,0.04861111111111111,3.312087912087912,0.008177526046294268
4,225406676,0.005,0.1,0.9999993754174461,0.9796804042133856,0.005194805194805195,0.1000999000999001,0.2913907284768212,0.006125982154747636,0.4888888888888889,0.44370860927152317,0.024104408043680917,0.2701612903225806,47.56636913331414,0.7129769556301153,66.71515644047135,18.407778712816945,0.5700316666184678,32.29255459089713,0.024175824175824177,0.024175824175824177,0.9998458397164375,0.36423841059602646,0.02064189639099747,0.2619047619047619,17.645588549455244,0.6491615141194502,27.18212365591398,0.0794701986754967,0.003462511652683447,0.00825652841781871,0.7621901633617014,-0.0791298475009824,0.152317880794702,0.01797842588893328,-0.21872759856630825,23,135,0.21495327102803738,0.14556962025316456,5.869565217391305,0.14761904761904762,0.23809523809523808,0.09047619047619046,19,801,46,158,0.14556962025316456,0.03576982892690513,4.592592592592593,1.877550549706083e-06
4,225406676,0.01,0.02,0.9999887312219035,0.9999055594436019,0.01018981018981019,0.02017982017982018,0.2980132450331126,0.011053402583566387,0.3515625,0.31125827814569534,0.012385137834598482,0.3357142857142857,26.961222372935453,0.7098328229257147,37.982496021823145,25.1315958128605,0.6973788550976232,36.03722084367246,0.012587412587412588,0.012587412587412588,0.9999773096288325,0.304635761589404,0.01278465840990811,0.323943661971831,23.82822847682119,0.7043693600735418,33.829166666666666,0.006622516556291369,-0.0003995205753096285,0.011770623742454689,1.303367336039308,-0.006990504975918577,0.013245033112582738,0.001331735251032095,-0.015848214285714313,2,10,0.018867924528301886,0.16666666666666666,5.0,0.1761904761904762,0.18095238095238095,0.004761904761904745,1,50,4,12,0.16666666666666666,0.05263157894736842,3.6,0.2399174989144595
4,225406676,0.01,0.05,0.9999887312219035,0.9974804475769272,0.01018981018981019,0.05014985014985015,0.2980132450331126,0.011053402583566387,0.3515625,0.3708609271523179,0.018644293514449326,0.2857142857142857,26.961222372935453,0.7098328229257147,37.982496021823145,19.89139072847682,0.6410917760908189,31.027368421052635,0.018581418581418582,0.018581418581418582,0.9999306756331963,0.31788079470198677,0.016247170062591555,0.2823529411764706,19.565302355878842,0.6933847451716233,28.217093745026265,0.05298013245033112,0.002397123451857771,0.003361344537815114,0.3260883725979795,-0.052292969080804386,0.07284768211920528,0.00759089093088294,-0.0658482142857143,11,57,0.10377358490566038,0.16176470588235295,5.181818181818182,0.1761904761904762,0.20476190476190476,0.028571428571428553,6,326,24,68,0.16176470588235295,0.050387596899224806,3.6369770580296894,0.006678891029789302
4,225406676,0.01,0.1,0.9999887312219035,0.9796804042133856,0.01018981018981019,0.1000999000999001,0.2980132450331126,0.011053402583566387,0.3515625,0.4503311258278146,0.02796644027167399,0.2446043165467626,26.961222372935453,0.7098328229257147,37.982496021823145,16.102554399243143,0.5654834328207891,28.475731497418256,0.028971028971028972,0.028971028971028972,0.9996805600334352,0.39072847682119205,0.024503928618990544,0.24279835390946503,15.945544198099626,0.6245760911330606,25.530186672967865,0.05960264900662254,0.003462511652683447,0.0018059626372975701,0.1570102011435175,-0.05909265831227151,0.152317880794702,0.016913037688107604,-0.1069581834532374,23,127,0.2169811320754717,0.15333333333333332,5.521739130434782,0.1761904761904762,0.2619047619047619,0.08571428571428572,18,763,45,150,0.15333333333333332,0.03588907014681892,4.8650680028632785,1.0117180856600528e-06
5,66234774,0.005,0.02,1.0,0.9998901474978722,0.005594405594405594,0.02017982017982018,0.2781456953642384,0.0037288587028898655,0.6,0.304635761589404,0.0062591556798508455,0.4946236559139785,74.59271523178808,0.7245560718500113,102.94954128440367,48.670424122868816,0.6997440453263422,69.55460992907801,0.008391608391608392,0.008391608391608392,0.9999979137735362,0.2847682119205298,0.0065255027300572645,0.4673913043478261,43.639275577780786,0.7199296912451396,60.616024187452766,0.019867549668874163,-0.000266347050206419,0.02723235156615239,5.03114854508803,-0.020185645918797457,0.026490066225165587,0.00253029697696098,-0.10537634408602148,4,19,0.03669724770642202,0.17391304347826086,4.75,0.1095890410958904,0.1232876712328767,0.0136986301369863,3,129,12,23,0.17391304347826086,0.07547169811320754,2.5789473684210527,0.22519378463224765
5,66234774,0.005,0.05,1.0,0.9975987778400656,0.005594405594405594,0.05014985014985015,0.2781456953642384,0.0037288587028898655,0.6,0.3509933774834437,0.011719270209082434,0.375886524822695,74.59271523178808,0.7245560718500113,102.94954128440367,29.950105358217943,0.6567026988919042,45.606794990723564,0.015184815184815185,0.015184815184815185,0.999966821281401,0.31788079470198677,0.013184178985217739,0.32653061224489793,24.110776640577967,0.6912325388100918,34.88084730803178,0.033112582781456956,-0.0014649087761353045,0.04935591257779709,5.839328717639976,-0.03452983991818759,0.07284768211920534,0.007990411506192568,-0.22411347517730495,11,60,0.10091743119266056,0.15492957746478872,5.454545454545454,0.1095890410958904,0.136986301369863,0.0273972602739726,6,377,30,71,0.15492957746478872,0.06209150326797386,2.769298245614035,0.014444728357497563
5,66234774,0.005,0.1,1.0,0.9820354261253031,0.005594405594405594,0.1000999000999001,0.2781456953642384,0.0037288587028898655,0.6,0.3841059602649007,0.02090824344120389,0.26976744186046514,74.59271523178808,0.7245560718500113,102.94954128440367,18.371029653688783,0.6290462927599104,29.20457502910759,0.024775224775224775,0.024775224775224775,0.9997486623803514,0.39072847682119205,0.024637102144093755,0.24180327868852458,15.859352067299087,0.6246613691356729,25.388719153936545,-0.006622516556291369,-0.003728858702889866,0.02796416317194056,2.5116775863896965,0.00438492362423748,0.1059602649006623,0.017179384738314023,-0.33023255813953484,16,129,0.14678899082568808,0.1103448275862069,8.0625,0.1095890410958904,0.1598173515981735,0.0502283105022831,11,769,41,145,0.1103448275862069,0.04006410256410257,2.971782945736434,0.0017159969278253166
5,66234774,0.01,0.02,0.9999954893359027,0.9998901474978722,0.01018981018981019,0.02017982017982018,0.2847682119205298,0.0075908909308829405,0.43,0.304635761589404,0.009854840857637501,0.38333333333333336,37.514464970372956,0.7207025626259718,52.05263157894738,30.912296402362628,0.702285146768684,44.016731016731015,0.012187812187812189,0.012187812187812189,0.999987441920449,0.2980132450331126,0.01012118790784392,0.371900826446281,29.444492854653195,0.7091643405147797,41.51998510427012,0.006622516556291369,-0.000266347050206419,0.011432506887052385,1.4678035477094333,-0.006879193746095691,0.019867549668874163,0.0022639499267545606,-0.046666666666666634,3,17,0.027777777777777776,0.15,5.666666666666667,0.136986301369863,0.1461187214611872,0.0091324200913242,2,99,11,20,0.15,0.10126582278481013,1.5661764705882353,0.6897737057110678
5,66234774,0.01,0.05,0.9999954893359027,0.9975987778400656,0.01018981018981019,0.05014985014985015,0.2847682119205298,0.0075908909308829405,0.43,0.3509933774834437,0.01531495538686909,0.31547619047619047,37.514464970372956,0.7207025626259718,52.05263157894738,22.918341491505902,0.6591007206487451,34.77213842058562,0.01898101898101898,0.01898101898101898,0.9999055594436019,0.3443708609271523,0.01797842588893328,0.27807486631016043,19.15467255334805,0.6676321135473303,28.69046015712682,0.0066225165562914245,-0.00266347050206419,0.03740132416603004,3.7636689381578528,-0.008531392898585177,0.06622516556291391,0.00772406445598615,-0.11452380952380953,10,58,0.09259259259259259,0.14705882352941177,5.8,0.136986301369863,0.1598173515981735,0.0228310502283105,5,347,29,68,0.14705882352941177,0.06810035842293907,2.3593466424682394,0.04832876422804007
5,66234774,0.01,0.1,0.9999954893359027,0.9820354261253031,0.01018981018981019,0.1000999000999001,0.2847682119205298,0.0075908909308829405,0.43,0.3841059602649007,0.024503928618990544,0.2396694214876033,37.514464970372956,0.7207025626259718,52.05263157894738,15.675280737114887,0.6313649616888548,24.827606358111264,0.02857142857142857,0.02857142857142857,0.9996187223214821,0.40397350993377484,0.027433746171261153,0.22846441947565543,14.72542274802289,0.6128389584975057,24.028209277238407,-0.019867549668874163,-0.002929817552270609,0.011205002011947879,0.9498579890919974,0.018526003191349116,0.09933774834437087,0.016913037688107604,-0.19033057851239668,15,127,0.1388888888888889,0.1056338028169014,8.466666666666667,0.136986301369863,0.182648401826484,0.045662100456621,10,739,40,142,0.1056338028169014,0.04187604690117253,2.7023622047244094,0.005949336942279224
6,1182415509,0.005,0.02,0.9999993580312254,0.9998891163113129,0.005194805194805195,0.02017982017982018,0.2847682119205298,0.0062591556798508455,0.4777777777777778,0.304635761589404,0.008656279131708616,0.4144144144144144,45.49626602789912,0.7197367323356663,63.21237194641451,35.192460519612844,0.7014360647803822,50.17201465201467,0.007992007992007992,0.007992007992007992,0.999995802861222,0.2847682119205298,0.008789452656811825,0.3944954128440367,32.39885611077664,0.7215740288443829,44.900252525252526,0.019867549668874163,-0.0001331735251032095,0.01991900157037768,2.7936044088362024,-0.020137964064000702,0.019867549668874163,0.00239712345185777,-0.0633633633633634,3,18,0.027777777777777776,0.14285714285714285,6.0,0.13924050632911392,0.14767932489451477,0.008438818565400852,2,110,10,21,0.14285714285714285,0.07865168539325842,1.9523809523809523,0.3991280175102152
6,1182415509,0.005,0.05,0.9999993580312254,0.9975203126041698,0.005194805194805195,0.05014985014985015,0.2847682119205298,0.0062591556798508455,0.4777777777777778,0.3443708609271523,0.01558130243707551,0.3076923076923077,45.49626602789912,0.7197367323356663,63.21237194641451,22.101545253863133,0.6660063859981079,33.18518518518518,0.012587412587412588,0.012587412587412588,0.9999817789845565,0.31125827814569534,0.011852443734185644,0.34558823529411764,26.261105737034004,0.6970029096231769,37.677182368193606,0.033112582781456956,0.003728858702889866,-0.03789592760180993,-4.159560483170871,-0.030996523625068995,0.05960264900662249,0.009322146757224665,-0.1700854700854701,9,70,0.08333333333333333,0.11392405063291139,7.777777777777778,0.13924050632911392,0.17721518987341772,0.037974683544303806,9,362,26,79,0.11392405063291139,0.06007067137809187,2.011764705882353,0.1356070159068407
