repeat,split_seed,main_target_fpr,lower_target_fpr,main_threshold,lower_threshold,matched_zebra_threshold,explicit_negative_N,baseline_explicit_negative_FP,rescued_explicit_negative_FP,matched_zebra_explicit_negative_FP,baseline_explicit_negative_FPR,rescued_explicit_negative_FPR,matched_zebra_explicit_negative_FPR,rescue_minus_baseline_explicit_negative_FPR,matched_minus_baseline_explicit_negative_FPR,rescue_minus_matched_explicit_negative_FPR,rescue_minus_matched_explicit_negative_FP
6,1182415509,0.01,0.02,0.9999922547927655,0.9998891163113128,0.9999819107103814,237,35,36,37,0.14767932489451477,0.1518987341772152,0.15611814345991562,0.004219409282700426,0.008438818565400852,-0.004219409282700426,-1
6,1182415509,0.01,0.05,0.9999922547927655,0.9975203126041698,0.9999393072942124,237,35,43,41,0.14767932489451477,0.18143459915611815,0.1729957805907173,0.03375527426160338,0.025316455696202528,0.008438818565400852,2
6,1182415509,0.01,0.1,0.9999922547927655,0.9813494206462844,0.9996496079538412,237,35,49,54,0.14767932489451477,0.20675105485232068,0.22784810126582278,0.05907172995780591,0.08016877637130801,-0.021097046413502102,-5
7,503393819,0.005,0.02,0.9999991077675146,0.9998560500572116,0.9999961708654124,230,36,38,38,0.1565217391304348,0.16521739130434782,0.16521739130434782,0.008695652173913021,0.008695652173913021,0.0,0
7,503393819,0.005,0.05,0.9999991077675146,0.997948778814962,0.9999393072942124,230,36,42,43,0.1565217391304348,0.1826086956521739,0.18695652173913044,0.02608695652173912,0.030434782608695643,-0.004347826086956524,-1
7,503393819,0.005,0.1,0.9999991077675146,0.9826058478988442,0.9997219652147864,230,36,48,57,0.1565217391304348,0.20869565217391303,0.24782608695652175,0.05217391304347824,0.09130434782608696,-0.03913043478260872,-9
7,503393819,0.01,0.02,0.999986565783974,0.9998560500572116,0.9999773096288324,230,39,41,40,0.16956521739130434,0.1782608695652174,0.17391304347826086,0.008695652173913049,0.004347826086956524,0.004347826086956524,1
7,503393819,0.01,0.05,0.999986565783974,0.997948778814962,0.9998728198433432,230,39,45,49,0.16956521739130434,0.1956521739130435,0.21304347826086956,0.026086956521739146,0.043478260869565216,-0.01739130434782607,-4
7,503393819,0.01,0.1,0.999986565783974,0.9826058478988442,0.9995577682275644,230,39,51,64,0.16956521739130434,0.2217391304347826,0.2782608695652174,0.052173913043478265,0.10869565217391305,-0.05652173913043479,-13
8,9401278,0.005,0.02,0.9999992812226424,0.9998560500572116,0.9999971914028026,217,35,38,38,0.16129032258064516,0.17511520737327188,0.17511520737327188,0.013824884792626724,0.013824884792626724,0.0,0
8,9401278,0.005,0.05,0.9999992812226424,0.9969084720243472,0.9999593859027424,217,35,44,45,0.16129032258064516,0.20276497695852536,0.2073732718894009,0.0414746543778802,0.046082949308755755,-0.004608294930875556,-1
8,9401278,0.005,0.1,0.9999992812226424,0.9797010370856476,0.9997121099552384,217,35,51,55,0.16129032258064516,0.2350230414746544,0.2534562211981567,0.07373271889400923,0.09216589861751154,-0.018433179723502308,-4
8,9401278,0.01,0.02,0.9999867865381666,0.9998560500572116,0.9999697502302928,217,41,43,44,0.1889400921658986,0.19815668202764977,0.20276497695852536,0.009216589861751168,0.013824884792626752,-0.004608294930875584,-1
8,9401278,0.01,0.05,0.9999867865381666,0.9969084720243472,0.9998792044053202,217,41,49,50,0.1889400921658986,0.22580645161290322,0.2304147465437788,0.036866359447004615,0.0414746543778802,-0.004608294930875584,-1
8,9401278,0.01,0.1,0.9999867865381666,0.9797010370856476,0.9995061724241538,217,41,56,61,0.1889400921658986,0.25806451612903225,0.28110599078341014,0.06912442396313365,0.09216589861751154,-0.02304147465437789,-5
9,2084760835,0.005,0.02,1.0,0.9998945300611184,0.999997347953007,213,26,30,30,0.12206572769953052,0.14084507042253522,0.14084507042253522,0.018779342723004702,0.018779342723004702,0.0,0
9,2084760835,0.005,0.05,1.0,0.997879620315389,0.9999676729680808,213,26,33,35,0.12206572769953052,0.15492957746478872,0.1643192488262911,0.032863849765258205,0.042253521126760576,-0.009389671361502372,-2
9,2084760835,0.005,0.1,1.0,0.9843503099539752,0.9997554535989296,213,26,38,48,0.12206572769953052,0.1784037558685446,0.22535211267605634,0.05633802816901408,0.10328638497652583,-0.04694835680751175,-10
9,2084760835,0.01,0.02,0.9999922547927655,0.9998945300611184,0.999984488903948,213,31,33,33,0.14553990610328638,0.15492957746478872,0.15492957746478872,0.009389671361502344,0.009389671361502344,0.0,0
9,2084760835,0.01,0.05,0.9999922547927655,0.997879620315389,0.9999098612206986,213,31,36,41,0.14553990610328638,0.16901408450704225,0.19248826291079812,0.023474178403755874,0.04694835680751175,-0.023474178403755874,-5
9,2084760835,0.01,0.1,0.9999922547927655,0.9843503099539752,0.9995963537924626,213,31,41,52,0.14553990610328638,0.19248826291079812,0.24413145539906103,0.04694835680751175,0.09859154929577466,-0.05164319248826291,-11
10,911920278,0.005,0.02,1.0,0.9998937272627708,0.9999986361935556,212,22,25,26,0.10377358490566038,0.1179245283018868,0.12264150943396226,0.014150943396226412,0.018867924528301883,-0.004716981132075471,-1
10,911920278,0.005,0.05,1.0,0.9978939694113542,0.9999676729680808,212,22,30,31,0.10377358490566038,0.14150943396226415,0.14622641509433962,0.037735849056603765,0.042452830188679236,-0.004716981132075471,-1
10,911920278,0.005,0.1,1.0,0.982623297565014,0.9998167165804172,212,22,37,43,0.10377358490566038,0.17452830188679244,0.2028301886792453,0.07075471698113206,0.09905660377358491,-0.02830188679245285,-6
10,911920278,0.01,0.02,0.9999954893359028,0.9998937272627708,0.9999918157878532,212,27,28,28,0.12735849056603774,0.1320754716981132,0.1320754716981132,0.004716981132075471,0.004716981132075471,0.0,0
10,911920278,0.01,0.05,0.9999954893359028,0.9978939694113542,0.9998973640572952,212,27,33,37,0.12735849056603774,0.15566037735849056,0.17452830188679244,0.028301886792452824,0.047169811320754707,-0.018867924528301883,-4
10,911920278,0.01,0.1,0.9999954893359028,0.982623297565014,0.999675857203153,212,27,40,45,0.12735849056603774,0.18867924528301888,0.21226415094339623,0.061320754716981146,0.0849056603773585,-0.023584905660377353,-5
11,1982325815,0.005,0.02,0.999999511337982,0.9998664827577216,0.999997310893446,205,30,32,32,0.14634146341463414,0.15609756097560976,0.15609756097560976,0.009756097560975618,0.009756097560975618,0.0,0
11,1982325815,0.005,0.05,0.999999511337982,0.9974694573177926,0.9999684243893474,205,30,36,36,0.14634146341463414,0.17560975609756097,0.17560975609756097,0.029268292682926828,0.029268292682926828,0.0,0
11,1982325815,0.005,0.1,0.999999511337982,0.9830358046500792,0.9998207465381286,205,30,42,41,0.14634146341463414,0.2048780487804878,0.2,0.058536585365853655,0.053658536585365874,0.0048780487804877815,1
11,1982325815,0.01,0.02,0.9999846412417004,0.9998664827577216,0.9999767665490592,205,35,36,36,0.17073170731707318,0.17560975609756097,0.17560975609756097,0.0048780487804877815,0.0048780487804877815,0.0,0
11,1982325815,0.01,0.05,0.9999846412417004,0.9974694573177926,0.9999047510856134,205,35,40,38,0.17073170731707318,0.1951219512195122,0.18536585365853658,0.02439024390243902,0.0146341463414634,0.009756097560975618,2
11,1982325815,0.01,0.1,0.9999846412417004,0.9830358046500792,0.9996496079538412,205,35,46,47,0.17073170731707318,0.22439024390243903,0.22926829268292684,0.053658536585365846,0.058536585365853655,-0.004878048780487809,-1
12,518727261,0.005,0.02,0.9999990152465128,0.999852063625231,0.9999969165430932,225,34,39,38,0.1511111111111111,0.17333333333333334,0.1688888888888889,0.022222222222222227,0.01777777777777778,0.004444444444444445,1
12,518727261,0.005,0.05,0.9999990152465128,0.9978680787122596,0.9999642386923678,225,34,41,41,0.1511111111111111,0.18222222222222223,0.18222222222222223,0.031111111111111117,0.031111111111111117,0.0,0
12,518727261,0.005,0.1,0.9999990152465128,0.9848700379705292,0.9998032532742824,225,34,49,53,0.1511111111111111,0.21777777777777776,0.23555555555555555,0.06666666666666665,0.08444444444444443,-0.01777777777777778,-4
12,518727261,0.01,0.02,0.9999844655818464,0.999852063625231,0.9999819107103814,225,40,44,40,0.17777777777777778,0.19555555555555557,0.17777777777777778,0.01777777777777778,0.0,0.01777777777777778,4
12,518727261,0.01,0.05,0.9999844655818464,0.9978680787122596,0.999905559443602,225,40,46,46,0.17777777777777778,0.20444444444444446,0.20444444444444446,0.026666666666666672,0.026666666666666672,0.0,0
12,518727261,0.01,0.1,0.9999844655818464,0.9848700379705292,0.9996794309578616,225,40,54,54,0.17777777777777778,0.24,0.24,0.06222222222222221,0.06222222222222221,0.0,0
13,1885388815,0.005,0.02,0.9999993580312254,0.9998883762728012,0.9999951745041428,217,29,31,34,0.1336405529953917,0.14285714285714285,0.15668202764976957,0.00921658986175114,0.023041474654377864,-0.013824884792626724,-3
13,1885388815,0.005,0.05,0.9999993580312254,0.9979748108308232,0.999958471602496,217,29,37,37,0.1336405529953917,0.17050691244239632,0.17050691244239632,0.036866359447004615,0.036866359447004615,0.0,0
13,1885388815,0.005,0.1,0.9999993580312254,0.9849074174738572,0.9998605067500644,217,29,44,42,0.1336405529953917,0.20276497695852536,0.1935483870967742,0.06912442396313365,0.05990783410138248,0.009216589861751168,2
13,1885388815,0.01,0.02,0.9999861978578564,0.9998883762728012,0.9999704959565018,217,35,36,35,0.16129032258064516,0.16589861751152074,0.16129032258064516,0.004608294930875584,0.0,0.004608294930875584,1
13,1885388815,0.01,0.05,0.9999861978578564,0.9979748108308232,0.9999030095039748,217,35,42,40,0.16129032258064516,0.1935483870967742,0.18433179723502305,0.03225806451612903,0.02304147465437789,0.00921658986175114,2
13,1885388815,0.01,0.1,0.9999861978578564,0.9849074174738572,0.9997162558346648,217,35,49,49,0.16129032258064516,0.22580645161290322,0.22580645161290322,0.06451612903225806,0.06451612903225806,0.0,0
14,853285080,0.005,0.02,0.9999995174414168,0.9998205279457496,0.9999953115700329,210,29,31,34,0.1380952380952381,0.14761904761904762,0.1619047619047619,0.009523809523809518,0.023809523809523808,-0.01428571428571429,-3
14,853285080,0.005,0.05,0.9999995174414168,0.9972810824493704,0.9999500244905944,210,29,33,41,0.1380952380952381,0.15714285714285714,0.19523809523809524,0.019047619047619035,0.057142857142857134,-0.0380952380952381,-8
14,853285080,0.005,0.1,0.9999995174414168,0.981234722498534,0.9996367274960288,210,29,36,55,0.1380952380952381,0.17142857142857143,0.2619047619047619,0.033333333333333326,0.12380952380952381,-0.09047619047619049,-19
14,853285080,0.01,0.02,0.999987441920449,0.9998205279457496,0.9999704959565018,210,36,38,39,0.17142857142857143,0.18095238095238095,0.18571428571428572,0.009523809523809518,0.01428571428571429,-0.004761904761904773,-1
14,853285080,0.01,0.05,0.999987441920449,0.9972810824493704,0.9998699359077484,210,36,40,48,0.17142857142857143,0.19047619047619047,0.22857142857142856,0.019047619047619035,0.057142857142857134,-0.0380952380952381,-8
14,853285080,0.01,0.1,0.999987441920449,0.981234722498534,0.99947002406576,210,36,43,55,0.17142857142857143,0.20476190476190476,0.2619047619047619,0.033333333333333326,0.09047619047619049,-0.05714285714285716,-12
15,818397616,0.005,0.02,0.999999375417446,0.9998750713798488,0.9999951745041428,205,28,28,31,0.13658536585365855,0.13658536585365855,0.15121951219512195,0.0,0.0146341463414634,-0.0146341463414634,-3
15,818397616,0.005,0.05,0.999999375417446,0.997475957308512,0.9999628901301856,205,28,34,35,0.13658536585365855,0.16585365853658537,0.17073170731707318,0.029268292682926828,0.03414634146341464,-0.004878048780487809,-1
15,818397616,0.005,0.1,0.999999375417446,0.9834082254930928,0.9996794309578616,205,28,39,49,0.13658536585365855,0.1902439024390244,0.23902439024390243,0.053658536585365846,0.10243902439024388,-0.04878048780487804,-10
15,818397616,0.01,0.02,0.999989023656794,0.9998750713798488,0.9999773096288324,205,32,32,35,0.15609756097560976,0.15609756097560976,0.17073170731707318,0.0,0.014634146341463428,-0.014634146341463428,-3
15,818397616,0.01,0.05,0.999989023656794,0.997475957308512,0.9998973640572952,205,32,38,40,0.15609756097560976,0.18536585365853658,0.1951219512195122,0.029268292682926828,0.039024390243902446,-0.009756097560975618,-2
15,818397616,0.01,0.1,0.999989023656794,0.9834082254930928,0.9995311479193244,205,32,43,53,0.15609756097560976,0.2097560975609756,0.25853658536585367,0.053658536585365846,0.10243902439024391,-0.048780487804878064,-10
16,1573279608,0.005,0.02,0.999999969617502,0.9998781256296948,0.9999983244669518,205,24,27,27,0.11707317073170732,0.13170731707317074,0.13170731707317074,0.014634146341463414,0.014634146341463414,0.0,0
16,1573279608,0.005,0.05,0.999999969617502,0.9980373170382724,0.9999660333513092,205,24,30,35,0.11707317073170732,0.14634146341463414,0.17073170731707318,0.029268292682926814,0.05365853658536586,-0.024390243902439046,-5
16,1573279608,0.005,0.1,0.999999969617502,0.9837767685871138,0.9997725043556144,205,24,38,41,0.11707317073170732,0.18536585365853658,0.2,0.06829268292682926,0.08292682926829269,-0.014634146341463428,-3
16,1573279608,0.01,0.02,0.9999913336771324,0.9998781256296948,0.9999819107103814,205,31,32,33,0.15121951219512195,0.15609756097560976,0.16097560975609757,0.004878048780487809,0.009756097560975618,-0.004878048780487809,-1
16,1573279608,0.01,0.05,0.9999913336771324,0.9980373170382724,0.999905559443602,205,31,35,38,0.15121951219512195,0.17073170731707318,0.18536585365853658,0.019512195121951237,0.03414634146341464,-0.0146341463414634,-3
16,1573279608,0.01,0.1,0.9999913336771324,0.9837767685871138,0.9995847103661398,205,31,43,47,0.15121951219512195,0.2097560975609756,0.22926829268292684,0.058536585365853655,0.07804878048780489,-0.019512195121951237,-4
17,1720983079,0.005,0.02,1.0,0.9999217097260586,0.9999966669263346,220,22,23,29,0.1,0.10454545454545454,0.1318181818181818,0.004545454545454533,0.0318181818181818,-0.027272727272727268,-6
17,1720983079,0.005,0.05,1.0,0.9980559060585008,0.9999610609922216,220,22,28,33,0.1,0.12727272727272726,0.15,0.027272727272727254,0.04999999999999999,-0.022727272727272735,-5
17,1720983079,0.005,0.1,1.0,0.9849074174738572,0.999845669759881,220,22,38,40,0.1,0.17272727272727273,0.18181818181818182,0.07272727272727272,0.08181818181818182,-0.009090909090909094,-2
17,1720983079,0.01,0.02,0.9999954343008,0.9999217097260586,0.9999867865381666,220,29,29,31,0.1318181818181818,0.1318181818181818,0.1409090909090909,0.0,0.009090909090909094,-0.009090909090909094,-2
17,1720983079,0.01,0.05,0.9999954343008,0.9980559060585008,0.9999251884132264,220,29,34,35,0.1318181818181818,0.15454545454545454,0.1590909090909091,0.022727272727272735,0.027272727272727282,-0.004545454545454547,-1
17,1720983079,0.01,0.1,0.9999954343008,0.9849074174738572,0.9996965874293768,220,29,44,43,0.1318181818181818,0.2,0.19545454545454546,0.0681818181818182,0.06363636363636366,0.004545454545454547,1
18,7989906,0.005,0.02,0.9999988484929496,0.9998715935359966,0.9999929562828902,213,34,36,36,0.1596244131455399,0.16901408450704225,0.16901408450704225,0.009389671361502344,0.009389671361502344,0.0,0
18,7989906,0.005,0.05,0.9999988484929496,0.997232165668883,0.9999593859027424,213,34,41,41,0.1596244131455399,0.19248826291079812,0.19248826291079812,0.03286384976525822,0.03286384976525822,0.0,0
18,7989906,0.005,0.1,0.9999988484929496,0.9804356060463956,0.9998070288598548,213,34,47,49,0.1596244131455399,0.22065727699530516,0.2300469483568075,0.06103286384976525,0.0704225352112676,-0.009389671361502344,-2
18,7989906,0.01,0.02,0.9999837716416384,0.9998715935359966,0.9999668814870548,213,39,41,40,0.18309859154929578,0.19248826291079812,0.18779342723004694,0.009389671361502344,0.004694835680751158,0.004694835680751186,1
18,7989906,0.01,0.05,0.9999837716416384,0.997232165668883,0.9998944180986076,213,39,46,44,0.18309859154929578,0.215962441314554,0.20657276995305165,0.03286384976525822,0.023474178403755874,0.009389671361502344,2
18,7989906,0.01,0.1,0.9999837716416384,0.9804356060463956,0.9996744974213324,213,39,52,54,0.18309859154929578,0.24413145539906103,0.2535211267605634,0.06103286384976525,0.0704225352112676,-0.009389671361502344,-2
19,109958304,0.005,0.02,0.9999992812226424,0.9998768348595432,0.999992744128468,217,35,37,38,0.16129032258064516,0.17050691244239632,0.17511520737327188,0.009216589861751168,0.013824884792626724,-0.004608294930875556,-1
19,109958304,0.005,0.05,0.9999992812226424,0.9975203126041698,0.9999676729680808,217,35,43,39,0.16129032258064516,0.19815668202764977,0.17972350230414746,0.036866359447004615,0.018433179723502308,0.018433179723502308,4
19,109958304,0.005,0.1,0.9999992812226424,0.9826500356191592,0.9997837761490356,217,35,49,49,0.16129032258064516,0.22580645161290322,0.22580645161290322,0.06451612903225806,0.06451612903225806,0.0,0
19,109958304,0.01,0.02,0.999987441920449,0.9998768348595432,0.9999714164759173,217,38,40,38,0.17511520737327188,0.18433179723502305,0.17511520737327188,0.009216589861751168,0.0,0.009216589861751168,2
19,109958304,0.01,0.05,0.999987441920449,0.9975203126041698,0.9999101705511452,217,38,46,43,0.17511520737327188,0.2119815668202765,0.19815668202764977,0.036866359447004615,0.02304147465437789,0.013824884792626724,3
19,109958304,0.01,0.1,0.999987441920449,0.9826500356191592,0.9996584050140284,217,38,52,53,0.17511520737327188,0.23963133640552994,0.24423963133640553,0.06451612903225806,0.06912442396313365,-0.004608294930875584,-1
20,1344768393,0.005,0.02,1.0,0.9998891163113128,0.9999986801943216,219,21,25,23,0.0958904109589041,0.1141552511415525,0.1050228310502283,0.0182648401826484,0.0091324200913242,0.0091324200913242,2
20,1344768393,0.005,0.05,1.0,0.9975987778400656,0.9999773096288324,219,21,29,29,0.0958904109589041,0.1324200913242009,0.1324200913242009,0.0365296803652968,0.0365296803652968,0.0,0
20,1344768393,0.005,0.1,1.0,0.9821032216645428,0.999737178590786,219,21,34,43,0.0958904109589041,0.1552511415525114,0.1963470319634703,0.0593607305936073,0.1004566210045662,-0.0410958904109589,-9
20,1344768393,0.01,0.02,0.9999945719714284,0.9998891163113128,0.9999884265003892,219,25,28,27,0.1141552511415525,0.1278538812785388,0.1232876712328767,0.0136986301369863,0.0091324200913242,0.0045662100456621,1
20,1344768393,0.01,0.05,0.9999945719714284,0.9975987778400656,0.9999290892201524,219,25,32,34,0.1141552511415525,0.1461187214611872,0.1552511415525114,0.0319634703196347,0.0410958904109589,-0.0091324200913242,-2
20,1344768393,0.01,0.1,0.9999945719714284,0.9821032216645428,0.9996058405107088,219,25,37,45,0.1141552511415525,0.1689497716894977,0.2054794520547945,0.0547945205479452,0.091324200913242,-0.0365296803652968,-8
21,1444397139,0.005,0.02,0.9999999180197588,0.999905559443602,0.9999983244669518,212,27,27,28,0.12735849056603774,0.12735849056603774,0.1320754716981132,0.0,0.004716981132075471,-0.004716981132075471,-1
21,1444397139,0.005,0.05,0.9999999180197588,0.9972643926022332,0.9999781610593972,212,27,33,30,0.12735849056603774,0.15566037735849056,0.14150943396226415,0.028301886792452824,0.014150943396226412,0.014150943396226412,3
21,1444397139,0.005,0.1,0.9999999180197588,0.9817300255720066,0.9998699359077484,212,27,39,37,0.12735849056603774,0.18396226415094338,0.17452830188679244,0.05660377358490565,0.047169811320754707,0.009433962264150941,2
21,1444397139,0.01,0.02,0.9999933791890818,0.999905559443602,0.999986565783974,212,29,29,30,0.13679245283018868,0.13679245283018868,0.14150943396226415,0.0,0.004716981132075471,-0.004716981132075471,-1
21,1444397139,0.01,0.05,0.9999933791890818,0.9972643926022332,0.9999325413463428,212,29,35,34,0.13679245283018868,0.1650943396226415,0.16037735849056603,0.028301886792452824,0.023584905660377353,0.004716981132075471,1
21,1444397139,0.01,0.1,0.9999933791890818,0.9817300255720066,0.9996911395213504,212,29,41,42,0.13679245283018868,0.19339622641509435,0.19811320754716982,0.056603773584905676,0.061320754716981146,-0.004716981132075471,-1
22,106120320,0.005,0.02,0.999999681900042,0.9998768348595432,0.999997310893446,199,28,31,33,0.1407035175879397,0.15577889447236182,0.1658291457286432,0.01507537688442212,0.025125628140703515,-0.010050251256281395,-2
22,106120320,0.005,0.05,0.999999681900042,0.9974694573177926,0.9999773096288324,199,28,37,37,0.1407035175879397,0.18592964824120603,0.18592964824120603,0.04522613065326633,0.04522613065326633,0.0,0
22,106120320,0.005,0.1,0.999999681900042,0.9820748783347828,0.9997674619580936,199,28,44,49,0.1407035175879397,0.22110552763819097,0.24623115577889448,0.08040201005025127,0.10552763819095479,-0.025125628140703515,-5
22,106120320,0.01,0.02,0.9999929562828902,0.9998768348595432,0.9999861978578564,199,34,36,36,0.1708542713567839,0.18090452261306533,0.18090452261306533,0.010050251256281423,0.010050251256281423,0.0,0
22,106120320,0.01,0.05,0.9999929562828902,0.9974694573177926,0.9999106333444646,199,34,42,43,0.1708542713567839,0.21105527638190955,0.21608040201005024,0.040201005025125636,0.04522613065326633,-0.0050251256281406975,-1
