target_name,model,requested_fpr,metric,n_repeats,mean,sd,median,q025,q975
FILD or FILA ADJUDICATED,combined,0.05,ppv,10,0.15945896057570677,0.019867327995016223,0.16633862587799056,0.11858835095972467,0.17552588972910182
FILD or FILA ADJUDICATED,combined,0.05,acc,10,0.9392606727037516,0.0013300546004593632,0.9396701164294955,0.9365496442432083,0.9403880983182406
FILD or FILA ADJUDICATED,combined,0.05,npv,10,0.9874787869502903,0.0013919218405405327,0.9879065228672382,0.9846427737353326,0.9886606007991641
FILD or FILA ADJUDICATED,combined,0.05,LR+,3,9.529667484822452,0.5108390932885704,9.693266926621977,8.993879312929,9.926396131186303
FILD or FILA ADJUDICATED,combined,0.05,LR-,3,0.5510709312820025,0.026886225490872193,0.5424604479807212,0.5301905092763953,0.5792702640936985
FILD or FILA ADJUDICATED,combined,0.05,threshold,10,0.3341112860962692,0.18812774086862952,0.35011281289711793,0.047334747702594576,0.5855294088091975
FILD or FILA ADJUDICATED,combined,0.05,expected_fp,10,378.35,0.0,378.35,378.35,378.35
FILD or FILA ADJUDICATED,combined,0.05,expected_tn,10,7188.65,0.0,7188.65,7188.65,7188.65
FILD or FILA ADJUDICATED,combined,0.05,expected_flags,10,450.18499999999995,10.281322061550897,453.34999999999997,429.22875,458.9
FILD or FILA ADJUDICATED,combined,0.05,fpr,10,0.05,0.0,0.05,0.05,0.05
FILD or FILA ADJUDICATED,combined,0.05,tpr_upper,10,0.5168554989257842,0.06361679767515965,0.5366740573024333,0.38682523981354383,0.5701663474855994
FILD or FILA ADJUDICATED,combined,0.05,ppv_upper,10,0.19595417992285666,0.021075019199172613,0.20317358394306212,0.15255693725951416,0.21298430593109446
FILD or FILA ADJUDICATED,combined,0.05,acc_upper,10,0.9454539155419364,0.001341466755634048,0.9458718230471619,0.9427120096900222,0.9465780640950088
FILD or FILA ADJUDICATED,combined,0.05,npv_upper,10,0.9892180018370237,0.001401856507201585,0.989653983384872,0.9863537786266813,0.9903946913297546
FILD or FILA ADJUDICATED,combined,0.05,LR+_upper,3,12.198246628426602,0.5555558647409249,12.377079542871565,11.615387226114922,12.629098053460064
FILD or FILA ADJUDICATED,combined,0.05,LR-_upper,3,0.6336391310859927,0.02617693182451657,0.6252995911962668,0.6132805819218603,0.6610862891563921
FILD or FILA ADJUDICATED,combined,0.05,threshold_upper,10,0.3341112860962692,0.18812774086862952,0.35011281289711793,0.047334747702594576,0.5855294088091975
FILD or FILA ADJUDICATED,combined,0.05,expected_fp_upper,10,378.35,0.0,378.35,378.35,378.35
FILD or FILA ADJUDICATED,combined,0.05,expected_tn_upper,10,7188.65,0.0,7188.65,7188.65,7188.65
FILD or FILA ADJUDICATED,combined,0.05,expected_flags_upper,10,450.18499999999995,10.281322061550897,453.34999999999997,429.22875,458.9
FILD or FILA ADJUDICATED,combined,0.05,fpr_lower,10,0.05,0.0,0.05,0.05,0.05
FILD or FILA ADJUDICATED,combined,0.05,tpr_lower,10,0.3672860080076087,0.059632854985685754,0.38540765972468033,0.2461047259582263,0.4184455957722096
FILD or FILA ADJUDICATED,combined,0.05,ppv_lower,10,0.12872715274176946,0.018119473478149604,0.1350513483617341,0.09153887881702182,0.14343766585562073
FILD or FILA ADJUDICATED,combined,0.05,acc_lower,10,0.9326779741008109,0.0012574586497628396,0.9330600994863065,0.9301226637548794,0.933756759716028
FILD or FILA ADJUDICATED,combined,0.05,npv_lower,10,0.9857820554995008,0.0013187258450346765,0.9861821003521047,0.9831032623104573,0.9869151864769339
FILD or FILA ADJUDICATED,combined,0.05,LR+_lower,3,7.277485529079662,0.44853390494086326,7.420381053170288,6.807186676969146,7.626323185713147
FILD or FILA ADJUDICATED,combined,0.05,LR-_lower,3,0.4684820780894987,0.026369123402829625,0.4599938818723892,0.44803197555968294,0.4961471474038574
FILD or FILA ADJUDICATED,combined,0.05,threshold_lower,10,0.3341112860962692,0.18812774086862952,0.35011281289711793,0.047334747702594576,0.5855294088091975
FILD or FILA ADJUDICATED,combined,0.05,expected_fp_lower,10,378.35,0.0,378.35,378.35,378.35
FILD or FILA ADJUDICATED,combined,0.05,expected_tn_lower,10,7188.65,0.0,7188.65,7188.65,7188.65
FILD or FILA ADJUDICATED,combined,0.05,expected_flags_lower,10,450.18499999999995,10.281322061550897,453.34999999999997,429.22875,458.9
FILD or FILA ADJUDICATED,combined,0.05,sensitivity,10,0.44070552147239256,0.06307559546963742,0.4601226993865031,0.31213957055214725,0.49417177914110433
FILD or FILA ADJUDICATED,combined,0.05,specificity,10,0.9499999999999998,1.1702778228589004e-16,0.95,0.95,0.95
FILD or FILA ADJUDICATED,combined,0.1,tpr,10,0.5638036809815951,0.05312645713978071,0.5705521472392638,0.47791411042944787,0.645398773006135
FILD or FILA ADJUDICATED,combined,0.1,ppv,10,0.10819955584264065,0.00911040710468108,0.10944549221517456,0.0933345321755135,0.12204270042988438
FILD or FILA ADJUDICATED,combined,0.1,acc,10,0.8929107373868048,0.001120260351071695,0.8930530401034928,0.8910996119016817,0.8946313065976713
FILD or FILA ADJUDICATED,combined,0.1,npv,10,0.9896692103985314,0.0012452138689842383,0.9898261086209467,0.9876584968784534,0.9915845153594651
FILD or FILA ADJUDICATED,combined,0.1,LR+,2,5.736198423890091,0.21690400020129808,5.736198423890091,5.5904928489517065,5.881903998828475
FILD or FILA ADJUDICATED,combined,0.1,LR-,2,0.4737559666984547,0.024100435732378866,0.4737559666984547,0.45756646423933484,0.4899454691575746
FILD or FILA ADJUDICATED,combined,0.1,threshold,10,0.2514366588188424,0.16416422848540843,0.2531854573137631,0.02052349471294176,0.48233469237695986
FILD or FILA ADJUDICATED,combined,0.1,expected_fp,10,756.7,0.0,756.7,756.7,756.7
FILD or FILA ADJUDICATED,combined,0.1,expected_tn,10,6810.3,0.0,6810.3,6810.3,6810.3
FILD or FILA ADJUDICATED,combined,0.1,expected_flags,10,848.6,8.65961251378425,849.7,834.6,861.9000000000001
FILD or FILA ADJUDICATED,combined,0.1,fpr,10,0.1,0.0,0.1,0.1,0.1
FILD or FILA ADJUDICATED,combined,0.1,tpr_upper,10,0.6372101621865143,0.05093348116372741,0.6440324989167647,0.5542039900943826,0.7146489610876554
FILD or FILA ADJUDICATED,combined,0.1,ppv_upper,10,0.13087659730019177,0.009718082950694328,0.13221979767963055,0.11497497863372232,0.14558561136613837
FILD or FILA ADJUDICATED,combined,0.1,acc_upper,10,0.9008781152356737,0.0010740177787435371,0.9010219756350308,0.899127791037612,0.9025110420430329
FILD or FILA ADJUDICATED,combined,0.1,npv_upper,10,0.9914546369738406,0.0011894145419497077,0.9916128016699286,0.9895184347853426,0.9932655828381922
FILD or FILA ADJUDICATED,combined,0.1,LR+_upper,2,6.923532103046127,0.2216579634625722,6.923532103046127,6.774633046431162,7.072431159661092
FILD or FILA ADJUDICATED,combined,0.1,LR-_upper,2,0.5633600150123936,0.024265251064391664,0.5633600150123936,0.5470597976163094,0.5796602324084777
FILD or FILA ADJUDICATED,combined,0.1,threshold_upper,10,0.2514366588188424,0.16416422848540843,0.2531854573137631,0.02052349471294176,0.48233469237695986
FILD or FILA ADJUDICATED,combined,0.1,expected_fp_upper,10,756.7,0.0,756.7,756.7,756.7
FILD or FILA ADJUDICATED,combined,0.1,expected_tn_upper,10,6810.3,0.0,6810.3,6810.3,6810.3
FILD or FILA ADJUDICATED,combined,0.1,expected_flags_upper,10,848.6,8.65961251378425,849.7,834.6,861.9000000000001
