window_center_percentile,window_lower_percentile,window_upper_percentile,N,cases,controls,case_prevalence,MUC5B_carrier_N,MUC5B_carrier_prevalence,mean_ZeBRA,median_ZeBRA,sd_ZeBRA,unique_ZeBRA_values,LRT_Z_marginal,LRT_Z_marginal_p,LRT_G_marginal,LRT_G_marginal_p,LRT_Z_given_G,LRT_Z_given_G_p,LRT_G_given_Z,LRT_G_given_Z_p,G_minus_Z_partial_LRT,LRT_ZxG_interaction,LRT_ZxG_interaction_p,OR_Z_per_local_SD,OR_Z_ci_low,OR_Z_ci_high,OR_Z_p,OR_MUC5B_carrier,OR_MUC5B_ci_low,OR_MUC5B_ci_high,OR_MUC5B_p,OR_interaction,OR_interaction_p,AUC_Z,AUC_MUC5B,AUC_Z_plus_MUC5B,AUC_interaction,case_prevalence_MUC5B_carrier,case_prevalence_MUC5B_noncarrier,carrier_minus_noncarrier_case_prevalence,genomics_locally_stronger,both_weak
70.0,65.0,75.0,1277,21,1256,0.01644479248238058,257,0.20125293657008614,0.7920715088321392,0.7917499881120212,0.03176564675617787,1277,0.00012199693736647532,0.9911873667805037,10.928709151598639,0.0009468544483096115,0.002296907877337162,0.9617751649673953,10.93088406253861,0.0009457435601139046,10.928587154661273,1.4134850431042878,0.23447871674840265,0.9894341480771394,0.6408433330088424,1.5276431585621668,0.9617710037448464,4.5174558200120245,1.8969439149438936,10.758044518339966,0.0006588796483086481,0.5878245541550087,0.23868562569935292,0.4978010312405216,0.6639748255990293,0.6453594176524112,0.7007127691841067,0.042801556420233464,0.00980392156862745,0.03299763485160601,True,False
72.5,67.5,77.5,1276,24,1252,0.018808777429467086,269,0.21081504702194356,0.819695662531054,0.8201047606362704,0.031372846596414046,1276,1.873972633709684,0.1710207815355524,12.885478488078803,0.0003311414711616338,2.173803317865577,0.1403786735631132,13.185309172234696,0.0002821522616263624,11.011505854369119,1.0234798695299219,0.3116949940765658,0.7317241531597034,0.48018024604380716,1.115040114058416,0.14613589582266912,4.698083203175905,2.0766018352263678,10.628896406401148,0.00020383416447141437,0.6458918866530166,0.3145135796420616,0.41833067092651754,0.6685969116080936,0.6946219382321619,0.6946219382321619,0.048327137546468404,0.010923535253227408,0.037403602293240995,True,False
75.0,70.0,80.0,1276,19,1257,0.014890282131661442,263,0.2061128526645768,0.8469332146435855,0.8464313866856499,0.03149554836870027,1276,0.4495661306508225,0.5025410640228547,2.6883691916347345,0.10108322195696832,0.41822901843937643,0.5178220549659397,2.6570320794232885,0.10309293450385963,2.238803060983912,0.2027145413358653,0.6525386109909715,0.860017169519313,0.5436402576191277,1.3605128051171522,0.519309266837972,2.2698584303693474,0.884459622795382,5.825316567459362,0.08826148148793708,1.2460167915450888,0.6525709421061439,0.454633002554118,0.5823807729347235,0.6162542394171586,0.6162542394171586,0.026615969581749048,0.011846001974333662,0.014769967607415386,True,False
77.5,72.5,82.5,1276,18,1258,0.014106583072100314,257,0.20141065830721003,0.8743875156126477,0.8747531623790172,0.032066145253080866,1276,0.9822869403617744,0.32163484889932725,0.6107431608191121,0.43450813411322065,0.9987402399000302,0.31761552505127577,0.6271964603573679,0.4283855392611121,-0.3715437795426624,1.578046516195883,0.20904230158930467,1.2705098893347153,0.7917624484519024,2.0387369747750403,0.32107130670594686,1.5449242362296889,0.5453931835546495,4.376275625840722,0.412910645923139,0.5001046530220579,0.2174418952445083,0.5668609786256845,0.5387299063769652,0.6106253312135664,0.6268327150680092,0.019455252918287938,0.012757605495583905,0.0066976474227040325,False,True
80.0,75.0,85.0,1277,24,1253,0.018794048551292093,256,0.2004698512137823,0.901895937045293,0.9004332446160401,0.03163170287073805,1277,2.070760212104176,0.15014666253474337,2.370966282739289,0.12361051790283134,2.2512347036678193,0.133507839487916,2.5514407743029324,0.11019372593039257,0.30020607063511306,0.008174993058986502,0.9279569062529605,1.367896367758269,0.9026419710097511,2.0729597481857533,0.1396678840178292,2.0860774687198145,0.8811622750431849,4.938612703644394,0.0944773769742472,0.9607094568442172,0.9279165284139224,0.5850957701516362,0.5677041766427241,0.6191806331471136,0.6198124501197126,0.03125,0.015670910871694418,0.015579089128305582,True,False
82.5,77.5,87.5,1277,25,1252,0.01957713390759593,250,0.19577133907595928,0.9277861042163327,0.9311140933711551,0.02953589442267149,1277,1.2594245935372328,0.2617600352798617,2.206179274504933,0.1374587401198647,1.2018375781566135,0.27295471473548727,2.148592259124314,0.14270067850194687,0.9467546809677003,2.2152724360777825,0.13665093714047008,1.2534228836707133,0.832235549184419,1.8877695465532993,0.2796708915189703,1.946742677182333,0.8298686311448237,4.566755398303111,0.12569848691805638,2.0452257813638144,0.15774429366633003,0.5641214057507987,0.5633546325878594,0.5783067092651757,0.5879552715654952,0.032,0.016553067185978577,0.015446932814021423,True,False
85.0,80.0,90.0,1277,38,1239,0.02975724353954581,247,0.19342208300704777,0.9507873419656604,0.9539921709594772,0.024829150143548025,1277,5.988264564024121,0.014401364001870224,6.532535850710872,0.010591884871745918,6.216647359542264,0.012655453734284512,6.760918646229015,0.00931757810342288,0.544271286686751,3.5556302026469098,0.05934376960026514,1.557759401212632,1.0796996335645659,2.2474902061928193,0.017789320809166356,2.5696460545044824,1.3057106009327764,5.057078376106719,0.006291420221569716,2.235564826658333,0.07768482901383995,0.6262903020262521,0.5901830848307209,0.6580434136187927,0.6610806677711227,0.05668016194331984,0.02330097087378641,0.03337919106953343,True,False
87.5,82.5,92.5,1277,43,1234,0.033672670321064996,244,0.19107282693813626,0.9692673013398312,0.9731222478596254,0.01855333529419665,1277,2.7219474314865693,0.09897719003842025,20.12589385551712,7.250834720152635e-06,2.857160742167139,0.09096793637188376,20.26110716619769,6.7560089700596476e-06,17.40394642403055,0.3819048213514975,0.5365855671499118,1.323590149821819,0.9470099531822223,1.849918133192259,0.10075060231360494,4.360819367804128,2.353999466293709,8.078483377295239,2.847633581409321e-06,1.2365509354642026,0.537758594233886,0.5713316497681956,0.653829482492179,0.683408088651012,0.683408088651012,0.0860655737704918,0.021297192642787996,0.0647683811277038,True,False
90.0,85.0,95.0,1276,42,1234,0.032915360501567396,254,0.19905956112852666,0.982785605939671,0.9858823182242589,0.012699995943560282,1276,1.1724755132945575,0.2788931724590228,19.715448561777976,8.987190238896571e-06,1.2349153027168995,0.2664532540182418,19.777888351200318,8.698315501057468e-06,18.542973048483418,0.054761747932957405,0.8149754440348618,1.1975188346400039,0.8655440348071494,1.6568207989984842,0.27650116510714895,4.311009169344415,2.314579952392604,8.029448297502247,4.13124919316446e-06,1.0806157964664238,0.8150068176103018,0.5215327622134753,0.6555915721231766,0.6644091996604152,0.6644091996604152,0.08267716535433071,0.02054794520547945,0.062129220148851264,True,False
92.5,87.5,97.5,1276,60,1216,0.047021943573667714,253,0.19827586206896552,0.9915475774467732,0.9942142840612525,0.007813075671082468,1276,0.6199958432836752,0.43104883062629273,20.585224808367172,5.7034604169674735e-06,0.40695106466773723,0.5235210951859718,20.372180029751235,6.374986436110443e-06,19.965228965083497,0.6897352371378247,0.4062544509712218,1.0912674616597418,0.8320102813977639,1.4313100444824578,0.5279827350288193,3.562133598857623,2.098494788688336,6.046617720714708,2.5325873754542055e-06,0.7933666848356015,0.4058473451415344,0.5505208333333332,0.6320723684210526,0.6668311403508773,0.6662006578947368,0.1067193675889328,0.03225806451612903,0.07446130307280377,True,False
95.0,90.0,100.0,1277,128,1149,0.10023492560689115,271,0.21221613155833985,0.9965458936985139,0.9985712315131524,0.004148595521496136,1149,59.64513472099782,1.13599752233992e-14,23.735203431585774,1.1054195459453223e-06,58.76493313988453,1.7767988783629213e-14,22.85500185047249,1.7469411373530086e-06,-35.90993128941204,9.92392085467543,0.001631444726249809,2.9497672001759914,2.0516121074895453,4.241116780053144,5.251384491242073e-09,2.7021402532594596,1.820430820724633,4.010897785931062,8.108228707397559e-07,0.29416982576376505,0.0034460758030147596,0.7993091818973019,0.5991419168842471,0.7834734007832899,0.7893480744125325,0.18450184501845018,0.0775347912524851,0.10696705376596509,False,False
97.5,92.5,102.5,958,117,841,0.12212943632567849,210,0.21920668058455114,0.9986760599402968,0.9994832037724091,0.001661839386795398,830,67.91554714111157,1.7065029190918831e-16,15.40541842468997,8.673921960709974e-05,68.12495981559744,1.534558586044867e-16,15.61483109917583,7.764320795457294e-05,-52.510128716421605,1.4466717152760111,0.22906275565216902,4.0663505662906525,2.5176949275489995,6.567597506370437,9.756021486072141e-09,2.4348574070504925,1.5841635875555788,3.7423727191057226,4.954800863218358e-05,0.5559811398889766,0.22720668128635535,0.810959683730195,0.5844741201459395,0.7995162454139862,0.8000955313678263,0.20476190476190476,0.09893048128342247,0.10583142347848229,False,False
